TenantId,TimeGenerated [Local Time],SourceSystem,Account,AccountType,Computer,EventSourceName,Channel,Task,Level,EventData,EventID,Activity,SourceComputerId,EventOriginId,MG,TimeCollected [Local Time],ManagementGroupName,AccessList,AccessMask,AccessReason,AccountDomain,AccountExpires,AccountName,AccountSessionIdentifier,AdditionalInfo,AdditionalInfo2,AllowedToDelegateTo,Attributes,AuditPolicyChanges,AuditsDiscarded,AuthenticationLevel,AuthenticationPackageName,AuthenticationProvider,AuthenticationServer,AuthenticationService,AuthenticationType,CACertificateHash,CalledStationID,CallerProcessId,CallerProcessName,CallingStationID,CAPublicKeyHash,CategoryId,CertificateDatabaseHash,ClassId,ClassName,ClientAddress,ClientIPAddress,ClientName,CommandLine,CompatibleIds,DCDNSName,DeviceDescription,DeviceId,DisplayName,Disposition,DomainBehaviorVersion,DomainName,DomainPolicyChanged,DomainSid,EAPType,ElevatedToken,ErrorCode,ExtendedQuarantineState,FailureReason,FileHash,FilePath,FilePathNoUser,Filter,ForceLogoff,Fqbn,FullyQualifiedSubjectMachineName,FullyQualifiedSubjectUserName,GroupMembership,HandleId,HardwareIds,HomeDirectory,HomePath,ImpersonationLevel,InterfaceUuid,IpAddress,IpPort,KeyLength,LmPackageName,LocationInformation,LockoutDuration,LockoutObservationWindow,LockoutThreshold,LoggingResult,LogonGuid,LogonHours,LogonID,LogonProcessName,LogonType,LogonTypeName,MachineAccountQuota,MachineInventory,MachineLogon,MandatoryLabel,MaxPasswordAge,MemberName,MemberSid,MinPasswordAge,MinPasswordLength,MixedDomainMode,NASIdentifier,NASIPv4Address,NASIPv6Address,NASPort,NASPortType,NetworkPolicyName,NewDate,NewMaxUsers,NewProcessId,NewProcessName,NewRemark,NewShareFlags,NewTime,NewUacValue,NewValue,NewValueType,ObjectName,ObjectServer,ObjectType,ObjectValueName,OemInformation,OldMaxUsers,OldRemark,OldShareFlags,OldUacValue,OldValue,OldValueType,OperationType,PackageName,ParentProcessName,PasswordHistoryLength,PasswordLastSet,PasswordProperties,PreviousDate,PreviousTime,PrimaryGroupId,PrivateKeyUsageCount,PrivilegeList,Process,ProcessId,ProcessName,Properties,ProfilePath,ProtocolSequence,ProxyPolicyName,QuarantineHelpURL,QuarantineSessionID,QuarantineSessionIdentifier,QuarantineState,QuarantineSystemHealthResult,RelativeTargetName,RemoteIpAddress,RemotePort,Requester,RequestId,RestrictedAdminMode,RowsDeleted,SamAccountName,ScriptPath,SecurityDescriptor,ServiceAccount,ServiceFileName,ServiceName,ServiceStartType,ServiceType,SessionName,ShareLocalPath,ShareName,SidHistory,Status,SubjectAccount,SubcategoryGuid,SubcategoryId,Subject,SubjectDomainName,SubjectKeyIdentifier,SubjectLogonId,SubjectMachineName,SubjectMachineSID,SubjectUserName,SubjectUserSid,SubStatus,TableId,TargetAccount,TargetDomainName,TargetInfo,TargetLinkedLogonId,TargetLogonGuid,TargetLogonId,TargetOutboundDomainName,TargetOutboundUserName,TargetServerName,TargetSid,TargetUser,TargetUserName,TargetUserSid,TemplateContent,TemplateDSObjectFQDN,TemplateInternalName,TemplateOID,TemplateSchemaVersion,TemplateVersion,TokenElevationType,TransmittedServices,UserAccountControl,UserParameters,UserPrincipalName,UserWorkstations,VirtualAccount,VendorIds,Workstation,WorkstationName,PartitionKey,RowKey,StorageAccount,AzureDeploymentID,AzureTableName,Type,_ResourceId
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:53:34.000 AM",OpsManager,WORKGROUP\AMALabvm1$,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,13312,0,,4688,4688 - A new process has been created.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:53:53.142 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""C:\Windows\system32\cscript.exe"" /nologo ""MonitorKnowledgeDiscovery.vbs""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,,,,,,,,,,,,,,,0x145c,C:\Windows\System32\cscript.exe,,,,,,,,,,,,,,,,,,,,C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe,,,,,,,,,cscript.exe,0x13d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,-\-,-,,,,0x0,,,,,,-,S-1-0-0,,,,,,,%%1936,,,,,,,,,,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:53:34.006 AM",OpsManager,WORKGROUP\AMALabvm1$,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,13312,0,,4688,4688 - A new process has been created.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:53:53.142 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,,,,,,,,,,,,,,,0x1884,C:\Windows\System32\conhost.exe,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\cscript.exe,,,,,,,,,conhost.exe,0x145c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,-\-,-,,,,0x0,,,,,,-,S-1-0-0,,,,,,,%%1936,,,,,,,,,,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:51:17.033 AM",OpsManager,WORKGROUP\AMALabvm1$,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,12292,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">AMALabvm1$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ClientProcessId"">6056</Data>
  <Data Name=""ClientCreationTime"">2023-08-15T05:51:16.710670000Z</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">RSA</Data>
  <Data Name=""KeyName"">f5cfe50b-da7b-4da5-a40f-1f002f92ba4d</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""Operation"">%%2464</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5059,5059 - Key migration operation.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:51:17.033 AM",OpsManager,WORKGROUP\AMALabvm1$,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,12292,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">AMALabvm1$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ClientProcessId"">6056</Data>
  <Data Name=""ClientCreationTime"">2023-08-15T05:51:16.710670000Z</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">RSA</Data>
  <Data Name=""KeyName"">f5cfe50b-da7b-4da5-a40f-1f002f92ba4d</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""Operation"">%%2464</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5059,5059 - Key migration operation.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:51:17.472 AM",OpsManager,WORKGROUP\AMALabvm1$,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,12292,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">AMALabvm1$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ClientProcessId"">6056</Data>
  <Data Name=""ClientCreationTime"">2023-08-15T05:51:16.710670000Z</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">RSA</Data>
  <Data Name=""KeyName"">a2147aaf-17ff-4c4f-a588-fe299b6ca0a4</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""Operation"">%%2464</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5059,5059 - Key migration operation.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:51:17.472 AM",OpsManager,WORKGROUP\AMALabvm1$,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,12292,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">AMALabvm1$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ClientProcessId"">6056</Data>
  <Data Name=""ClientCreationTime"">2023-08-15T05:51:16.710670000Z</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">RSA</Data>
  <Data Name=""KeyName"">a2147aaf-17ff-4c4f-a588-fe299b6ca0a4</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""Operation"">%%2464</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5059,5059 - Key migration operation.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:42:27.873 AM",OpsManager,WORKGROUP\AMALabvm1$,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,13826,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""TargetUserName"">Administrators</Data>
  <Data Name=""TargetDomainName"">Builtin</Data>
  <Data Name=""TargetSid"">S-1-5-32-544</Data>
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">AMALabvm1$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""CallerProcessId"">0xea4</Data>
  <Data Name=""CallerProcessName"">C:\Windows\System32\svchost.exe</Data>
</EventData>",4799,4799 - A security-enabled local group membership was enumerated,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,,,,,,,,0xea4,C:\Windows\System32\svchost.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,Builtin\Administrators,Builtin,,,,,,,,S-1-5-32-544,,Administrators,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:42:27.874 AM",OpsManager,WORKGROUP\AMALabvm1$,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,13826,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""TargetUserName"">Backup Operators</Data>
  <Data Name=""TargetDomainName"">Builtin</Data>
  <Data Name=""TargetSid"">S-1-5-32-551</Data>
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">AMALabvm1$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""CallerProcessId"">0xea4</Data>
  <Data Name=""CallerProcessName"">C:\Windows\System32\svchost.exe</Data>
</EventData>",4799,4799 - A security-enabled local group membership was enumerated,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,,,,,,,,0xea4,C:\Windows\System32\svchost.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,Builtin\Backup Operators,Builtin,,,,,,,,S-1-5-32-551,,Backup Operators,,,,,,,,,,,,,,,,,,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:38:35.748 AM",OpsManager,NT AUTHORITY\SYSTEM,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,12544,0,,4624,4624 - An account was successfully logged on.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,Negotiate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%%1842,,,,,,,,,,,,,,,,,%%1833,,-,-,0,-,,,,,,00000000-0000-0000-0000-000000000000,,,Advapi  ,5,5 - Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,services.exe,0x2c0,C:\Windows\System32\services.exe,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,NT AUTHORITY\SYSTEM,NT AUTHORITY,,0x0,,0x3e7,-,-,,,,SYSTEM,S-1-5-18,,,,,,,,-,,,,,%%1843,,,-,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:42:04.105 AM",OpsManager,NT AUTHORITY\SYSTEM,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,12544,0,,4624,4624 - An account was successfully logged on.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,Negotiate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%%1842,,,,,,,,,,,,,,,,,%%1833,,-,-,0,-,,,,,,00000000-0000-0000-0000-000000000000,,,Advapi  ,5,5 - Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,services.exe,0x2c0,C:\Windows\System32\services.exe,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,NT AUTHORITY\SYSTEM,NT AUTHORITY,,0x0,,0x3e7,-,-,,,,SYSTEM,S-1-5-18,,,,,,,,-,,,,,%%1843,,,-,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:42:27.399 AM",OpsManager,NT AUTHORITY\SYSTEM,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,12544,0,,4624,4624 - An account was successfully logged on.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,Negotiate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%%1842,,,,,,,,,,,,,,,,,%%1833,,-,-,0,-,,,,,,00000000-0000-0000-0000-000000000000,,,Advapi  ,5,5 - Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,services.exe,0x2c0,C:\Windows\System32\services.exe,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,NT AUTHORITY\SYSTEM,NT AUTHORITY,,0x0,,0x3e7,-,-,,,,SYSTEM,S-1-5-18,,,,,,,,-,,,,,%%1843,,,-,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:42:27.975 AM",OpsManager,NT AUTHORITY\SYSTEM,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,12544,0,,4624,4624 - An account was successfully logged on.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,Negotiate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%%1842,,,,,,,,,,,,,,,,,%%1833,,-,-,0,-,,,,,,00000000-0000-0000-0000-000000000000,,,Advapi  ,5,5 - Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,services.exe,0x2c0,C:\Windows\System32\services.exe,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,NT AUTHORITY\SYSTEM,NT AUTHORITY,,0x0,,0x3e7,-,-,,,,SYSTEM,S-1-5-18,,,,,,,,-,,,,,%%1843,,,-,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:42:28.860 AM",OpsManager,NT AUTHORITY\SYSTEM,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,12544,0,,4624,4624 - An account was successfully logged on.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,Negotiate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%%1842,,,,,,,,,,,,,,,,,%%1833,,-,-,0,-,,,,,,00000000-0000-0000-0000-000000000000,,,Advapi  ,5,5 - Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,services.exe,0x2c0,C:\Windows\System32\services.exe,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,NT AUTHORITY\SYSTEM,NT AUTHORITY,,0x0,,0x3e7,-,-,,,,SYSTEM,S-1-5-18,,,,,,,,-,,,,,%%1843,,,-,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:42:29.168 AM",OpsManager,NT AUTHORITY\SYSTEM,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,12544,0,,4624,4624 - An account was successfully logged on.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,Negotiate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%%1842,,,,,,,,,,,,,,,,,%%1833,,-,-,0,-,,,,,,00000000-0000-0000-0000-000000000000,,,Advapi  ,5,5 - Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,services.exe,0x2c0,C:\Windows\System32\services.exe,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,NT AUTHORITY\SYSTEM,NT AUTHORITY,,0x0,,0x3e7,-,-,,,,SYSTEM,S-1-5-18,,,,,,,,-,,,,,%%1843,,,-,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
d98d5aec-0845-4ade-a7c6-56d1580b2cbd,"8/15/2023, 8:42:29.465 AM",OpsManager,NT AUTHORITY\SYSTEM,Machine,AMALabvm1,Microsoft-Windows-Security-Auditing,Security,12544,0,,4624,4624 - An account was successfully logged on.,5907462f-a7f1-418e-88d7-f2347de27b35,5907462f-a7f1-418e-88d7-f2347de27b34,00000000-0000-0000-0000-000000000001,"8/15/2023, 8:52:24.287 AM",AOI-d98d5aec-0845-4ade-a7c6-56d1580b2cbd,,,,,,,,,,,,,,,Negotiate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%%1842,,,,,,,,,,,,,,,,,%%1833,,-,-,0,-,,,,,,00000000-0000-0000-0000-000000000000,,,Advapi  ,5,5 - Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,services.exe,0x2c0,C:\Windows\System32\services.exe,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,WORKGROUP\AMALabvm1$,,,,WORKGROUP,,0x3e7,,,AMALabvm1$,S-1-5-18,,,NT AUTHORITY\SYSTEM,NT AUTHORITY,,0x0,,0x3e7,-,-,,,,SYSTEM,S-1-5-18,,,,,,,,-,,,,,%%1843,,,-,,,,,,SecurityEvent,/subscriptions/abb0e44a-ef30-45eb-8e9c-e86cf5da5c6c/resourcegroups/ama_lab_rg/providers/microsoft.compute/virtualmachines/amalabvm1
